2,1,1340,424,177,368,1.0,1,1
2,2,582,446,92,262,1.0,1,1
2,3,1447,432,156,336,1.0,1,1
2,4,445,440,111,284,1.0,1,1
2,5,1256,444,37,103,1.0,1,1
2,6,731,475,35,92,1.0,1,1
3,1,1342,420,181,376,1.0,1,1
3,2,583,446,92,262,1.0,1,1
3,3,1454,431,157,338,1.0,1,1
3,4,444,440,111,284,1.0,1,1
3,5,1256,444,37,103,1.0,1,1
3,6,732,476,34,92,1.0,1,1
3,7,648,448,62,197,1.0,1,1
4,1,1346,417,182,380,1.0,1,1
4,2,583,446,93,263,1.0,1,1
4,3,1458,432,156,338,1.0,1,1
4,4,446,441,111,283,1.0,1,1
4,5,1256,444,37,102,1.0,1,1
4,6,733,474,34,93,1.0,1,1
4,7,648,447,62,196,1.0,1,1
5,1,1350,415,184,383,1.0,1,1
5,2,582,444,94,267,1.0,1,1
5,3,1463,436,153,333,1.0,1,1
5,4,445,441,112,283,1.0,1,1
5,5,1256,444,37,102,1.0,1,1
5,6,732,474,35,93,1.0,1,1
5,7,648,450,62,194,1.0,1,1
6,1,1354,414,184,385,1.0,1,1
6,2,582,443,94,268,1.0,1,1
6,3,1468,428,154,341,1.0,1,1
6,4,445,441,113,283,1.0,1,1
6,5,1256,444,37,102,1.0,1,1
6,6,733,474,34,93,1.0,1,1
6,7,652,450,63,195,1.0,1,1
7,1,1358,413,184,388,1.0,1,1
7,2,582,442,94,269,1.0,1,1
7,3,1473,438,149,332,1.0,1,1
7,4,448,441,113,283,1.0,1,1
7,5,1256,443,36,103,1.0,1,1
7,6,732,474,36,95,1.0,1,1
7,7,654,450,62,195,1.0,1,1
8,1,1368,413,182,389,1.0,1,1
8,2,583,443,93,266,1.0,1,1
8,3,1480,430,150,339,1.0,1,1
8,4,448,443,113,281,1.0,1,1
8,5,1256,443,36,103,1.0,1,1
8,6,732,471,36,98,1.0,1,1
8,7,655,451,62,195,1.0,1,1
9,1,1380,411,180,391,1.0,1,1
9,2,583,443,93,267,1.0,1,1
9,3,1488,425,151,344,1.0,1,1
9,4,448,444,114,280,1.0,1,1
9,5,1255,442,37,104,1.0,1,1
9,6,732,470,37,102,1.0,1,1
9,7,656,451,62,195,1.0,1,1
10,1,1391,412,174,389,1.0,1,1
10,2,584,444,93,265,1.0,1,1
10,3,1495,423,149,349,1.0,1,1
10,4,448,445,114,279,1.0,1,1
10,5,1255,442,37,104,1.0,1,1
10,6,732,471,37,101,1.0,1,1
10,7,655,450,64,197,1.0,1,1
11,1,1402,413,170,388,1.0,1,1
11,2,584,444,93,265,1.0,1,1
11,3,1505,422,145,350,1.0,1,1
11,4,447,444,116,281,1.0,1,1
11,5,1255,441,37,105,1.0,1,1
11,6,731,469,38,104,1.0,1,1
11,7,658,449,64,199,1.0,1,1
12,1,1415,409,167,392,1.0,1,1
12,2,584,443,93,266,1.0,1,1
12,3,1513,421,142,353,1.0,1,1
12,4,447,445,117,280,1.0,1,1
12,5,1254,441,37,105,1.0,1,1
12,6,731,470,36,102,1.0,1,1
12,7,660,449,64,197,1.0,1,1
13,1,1427,409,163,391,1.0,1,1
13,2,584,443,93,265,1.0,1,1
13,3,1521,419,142,358,1.0,1,1
13,4,446,445,118,281,1.0,1,1
13,5,1254,440,36,106,1.0,1,1
13,6,731,474,36,99,1.0,1,1
13,7,662,450,63,196,1.0,1,1
14,1,1439,409,160,393,1.0,1,1
14,2,583,443,94,265,1.0,1,1
14,3,1541,420,143,364,1.0,1,1
14,4,446,444,119,283,1.0,1,1
14,5,1253,440,37,105,1.0,1,1
14,6,731,476,35,98,1.0,1,1
14,7,664,450,62,194,1.0,1,1
15,1,1450,420,157,382,1.0,1,1
15,2,583,442,94,266,1.0,1,1
15,3,1557,420,147,370,1.0,1,1
15,4,446,444,120,285,1.0,1,1
15,5,1253,440,37,106,1.0,1,1
15,6,731,477,35,97,1.0,1,1
15,7,667,452,60,185,1.0,1,1
16,1,1463,418,161,385,1.0,1,1
16,2,583,441,94,267,1.0,1,1
16,3,1572,421,148,371,1.0,1,1
16,4,445,444,121,286,1.0,1,1
16,5,1254,439,36,107,1.0,1,1
16,6,730,475,36,99,1.0,1,1
16,7,667,451,60,186,1.0,1,1
17,1,1471,415,168,391,1.0,1,1
17,2,583,441,94,267,1.0,1,1
17,3,1575,425,153,372,1.0,1,1
17,4,446,444,121,287,1.0,1,1
17,5,1253,440,36,106,1.0,1,1
17,6,728,473,37,102,1.0,1,1
17,7,669,451,58,180,1.0,1,1
18,1,1475,415,175,395,1.0,1,1
18,2,583,442,93,266,1.0,1,1
18,3,1571,426,159,377,1.0,1,1
18,4,447,444,121,287,1.0,1,1
18,5,1253,441,35,105,1.0,1,1
18,6,727,472,38,104,1.0,1,1
18,7,670,451,58,179,1.0,1,1
19,1,1480,411,184,402,1.0,1,1
19,2,585,442,93,267,1.0,1,1
19,3,1574,430,163,374,1.0,1,1
19,4,448,445,121,286,1.0,1,1
19,5,1253,441,35,104,1.0,1,1
19,6,727,472,38,104,1.0,1,1
19,7,672,451,57,177,1.0,1,1
19,11,934,433,32,87,1.0,1,1
20,1,1482,410,190,401,1.0,1,1
20,2,587,443,94,266,1.0,1,1
20,3,1585,460,158,345,1.0,1,1
20,4,451,445,121,289,1.0,1,1
20,5,1252,440,35,105,1.0,1,1
20,6,726,472,39,105,1.0,1,1
20,7,673,451,57,176,1.0,1,1
20,11,934,434,32,86,1.0,1,1
21,1,1483,411,194,399,1.0,1,1
21,2,589,443,94,266,1.0,1,1
21,3,1588,446,169,361,1.0,1,1
21,4,455,445,121,291,1.0,1,1
21,5,1251,440,36,105,1.0,1,1
21,6,726,471,38,103,1.0,1,1
21,7,675,451,56,174,1.0,1,1
21,11,934,434,32,86,1.0,1,1
22,1,1483,410,202,406,1.0,1,1
22,2,590,443,95,267,1.0,1,1
22,3,1606,433,173,373,1.0,1,1
22,4,456,443,121,294,1.0,1,1
22,5,1250,441,36,103,1.0,1,1
22,6,726,470,38,104,1.0,1,1
22,7,676,452,56,172,1.0,1,1
22,11,934,434,32,86,1.0,1,1
23,1,1484,409,206,408,1.0,1,1
23,2,590,443,96,268,1.0,1,1
23,3,1621,427,171,377,1.0,1,1
23,4,460,441,121,296,1.0,1,1
23,5,1249,442,36,102,1.0,1,1
23,6,725,470,39,104,1.0,1,1
23,11,934,434,32,85,1.0,1,1
23,12,1416,441,52,120,1.0,1,1
24,1,1486,410,211,414,1.0,1,1
24,2,590,443,97,268,1.0,1,1
24,3,1626,423,166,378,1.0,1,1
24,4,463,441,119,296,1.0,1,1
24,5,1249,442,35,102,1.0,1,1
24,6,725,470,38,105,1.0,1,1
24,11,934,434,32,86,1.0,1,1
24,12,1420,443,51,117,1.0,1,1
25,1,1487,407,215,421,1.0,1,1
25,2,590,443,98,269,1.0,1,1
25,3,1640,423,162,378,1.0,1,1
25,4,465,442,118,296,1.0,1,1
25,5,1248,442,36,102,1.0,1,1
25,6,725,471,38,103,1.0,1,1
25,12,1421,440,53,119,1.0,1,1
26,1,1491,404,216,424,1.0,1,1
26,2,589,443,100,269,1.0,1,1
26,3,1646,410,161,390,1.0,1,1
26,4,468,442,117,297,1.0,1,1
26,5,1248,443,36,101,1.0,1,1
26,6,726,473,40,100,1.0,1,1
26,12,1422,440,54,119,1.0,1,1
27,1,1500,404,214,424,1.0,1,1
27,2,589,442,99,270,1.0,1,1
27,3,1652,406,158,393,1.0,1,1
27,4,470,442,115,296,1.0,1,1
27,5,1248,443,36,101,1.0,1,1
27,6,725,473,41,100,1.0,1,1
27,12,1423,438,54,121,1.0,1,1
28,1,1511,403,210,425,1.0,1,1
28,2,589,442,100,270,1.0,1,1
28,3,1663,419,151,380,1.0,1,1
28,4,474,444,113,292,1.0,1,1
28,5,1248,443,35,101,1.0,1,1
28,6,725,473,41,100,1.0,1,1
28,12,1423,435,57,124,1.0,1,1
29,1,1526,399,207,428,1.0,1,1
29,2,589,443,100,269,1.0,1,1
29,3,1674,436,145,365,1.0,1,1
29,4,476,444,111,291,1.0,1,1
29,5,1247,444,36,100,1.0,1,1
29,6,725,473,40,100,1.0,1,1
29,12,1425,435,57,124,1.0,1,1
30,1,1548,397,204,431,1.0,1,1
30,2,591,443,100,269,1.0,1,1
30,3,1691,447,146,358,1.0,1,1
30,4,478,444,111,293,1.0,1,1
30,5,1247,443,36,101,1.0,1,1
30,6,725,473,40,100,1.0,1,1
30,12,1427,434,57,125,1.0,1,1
31,1,1569,395,202,438,1.0,1,1
31,2,593,443,100,269,1.0,1,1
31,3,1702,429,161,381,1.0,1,1
31,4,478,444,111,293,1.0,1,1
31,5,1248,443,36,101,1.0,1,1
31,6,725,473,40,100,1.0,1,1
31,12,1430,432,57,126,1.0,1,1
32,1,1586,395,200,441,1.0,1,1
32,2,596,442,99,270,1.0,1,1
32,3,1717,421,170,389,1.0,1,1
32,4,479,442,111,297,1.0,1,1
32,5,1248,443,37,102,1.0,1,1
32,12,1436,432,56,126,1.0,1,1
33,1,1597,395,201,447,1.0,1,1
33,2,598,441,98,271,1.0,1,1
33,3,1730,433,169,378,1.0,1,1
33,4,479,442,111,297,1.0,1,1
33,5,1248,442,37,103,1.0,1,1
33,12,1441,431,55,126,1.0,1,1
34,1,1610,395,199,445,1.0,1,1
34,2,599,441,97,271,1.0,1,1
34,3,1744,455,164,360,1.0,1,1
34,4,478,442,112,301,1.0,1,1
34,5,1248,442,37,103,1.0,1,1
34,12,1446,430,53,127,1.0,1,1
34,14,575,452,38,137,1.0,1,1
35,1,1621,396,202,449,1.0,1,1
35,2,601,442,96,270,1.0,1,1
35,3,1737,456,171,369,1.0,1,1
35,4,477,442,112,303,1.0,1,1
35,5,1247,442,38,103,1.0,1,1
35,12,1449,429,52,128,1.0,1,1
35,14,575,452,37,137,1.0,1,1
36,1,1634,395,207,458,1.0,1,1
36,2,601,442,96,270,1.0,1,1
36,3,1742,439,178,383,1.0,1,1
36,4,476,441,113,307,1.0,1,1
36,5,1247,441,38,104,1.0,1,1
36,12,1452,430,50,128,1.0,1,1
36,14,575,452,37,137,1.0,1,1
37,1,1645,396,213,461,1.0,1,1
37,2,603,441,95,271,1.0,1,1
37,3,1739,426,184,398,1.0,1,1
37,4,479,444,111,303,1.0,1,1
37,5,1247,441,38,104,1.0,1,1
37,12,1454,432,49,126,1.0,1,1
37,14,576,453,37,136,1.0,1,1
37,19,684,458,54,197,1.0,1,1
38,1,1654,398,223,471,1.0,1,1
38,2,604,441,94,271,1.0,1,1
38,3,1747,424,185,402,1.0,1,1
38,4,482,446,109,300,1.0,1,1
38,5,1250,439,38,106,1.0,1,1
38,12,1458,432,47,125,1.0,1,1
38,14,576,453,37,136,1.0,1,1
38,19,684,457,54,199,1.0,1,1
39,1,1652,398,227,471,1.0,1,1
39,2,606,441,93,271,1.0,1,1
39,3,1772,418,178,405,1.0,1,1
39,4,484,447,108,296,1.0,1,1
39,5,1251,439,38,106,1.0,1,1
39,12,1460,431,48,126,1.0,1,1
39,14,576,446,39,142,1.0,1,1
39,19,684,457,54,199,1.0,1,1
39,20,1084,433,53,161,1.0,1,1
40,1,1654,402,232,473,1.0,1,1
40,2,607,441,93,271,1.0,1,1
40,3,1786,418,170,404,1.0,1,1
40,4,486,447,107,296,1.0,1,1
40,5,1252,439,38,107,1.0,1,1
40,12,1461,430,48,126,1.0,1,1
40,14,577,446,39,142,1.0,1,1
40,19,684,457,55,199,1.0,1,1
40,20,1084,432,53,162,1.0,1,1
41,1,1655,401,240,480,1.0,1,1
41,2,608,441,92,271,1.0,1,1
41,3,1794,403,168,420,1.0,1,1
41,4,486,447,107,300,1.0,1,1
41,5,1253,439,38,107,1.0,1,1
41,12,1462,430,49,125,1.0,1,1
41,14,577,441,41,146,1.0,1,1
41,19,688,455,56,206,1.0,1,1
41,20,1085,432,53,161,1.0,1,1
42,1,1655,399,241,479,1.0,1,1
42,2,609,441,92,271,1.0,1,1
42,3,1804,401,160,424,1.0,1,1
42,4,486,447,108,304,1.0,1,1
42,5,1254,438,37,108,1.0,1,1
42,12,1463,430,49,126,1.0,1,1
42,14,577,442,40,145,1.0,1,1
42,19,690,454,57,209,1.0,1,1
42,20,1085,432,53,161,1.0,1,1
43,1,1658,398,242,479,1.0,1,1
43,2,610,440,92,272,1.0,1,1
43,3,1815,404,148,418,1.0,1,1
43,4,479,445,111,313,1.0,1,1
43,5,1254,438,37,108,1.0,1,1
43,12,1466,431,49,125,1.0,1,1
43,14,577,445,40,142,1.0,1,1
43,19,692,455,57,209,1.0,1,1
43,20,1085,432,54,161,1.0,1,1
44,1,1666,396,244,481,1.0,1,1
44,2,612,440,91,272,1.0,1,1
44,3,1823,402,149,421,1.0,1,1
44,4,477,445,112,317,1.0,1,1
44,5,1254,437,38,109,1.0,1,1
44,12,1469,431,48,125,1.0,1,1
44,14,578,445,39,142,1.0,1,1
44,19,692,455,58,210,1.0,1,1
44,20,1086,432,54,161,1.0,1,1
45,1,1674,392,241,481,1.0,1,1
45,2,614,441,91,271,1.0,1,1
45,3,1831,400,151,424,1.0,1,1
45,4,475,444,114,319,1.0,1,1
45,5,1255,437,38,109,1.0,1,1
45,12,1472,432,48,124,1.0,1,1
45,14,578,444,39,143,1.0,1,1
45,19,695,455,57,209,1.0,1,1
46,1,1686,390,237,481,1.0,1,1
46,2,615,442,91,270,1.0,1,1
46,3,1839,398,152,427,1.0,1,1
46,4,472,444,115,321,1.0,1,1
46,5,1256,439,37,107,1.0,1,1
46,12,1477,432,46,123,1.0,1,1
46,14,578,443,40,144,1.0,1,1
46,19,697,455,57,209,1.0,1,1
47,1,1703,387,231,482,1.0,1,1
47,2,615,442,91,270,1.0,1,1
47,3,1847,395,154,431,1.0,1,1
47,4,471,442,116,323,1.0,1,1
47,5,1256,438,37,108,1.0,1,1
47,12,1480,432,45,123,1.0,1,1
47,14,578,443,40,144,1.0,1,1
47,19,699,454,57,210,1.0,1,1
48,1,1733,385,222,483,1.0,1,1
48,2,616,442,91,271,1.0,1,1
48,3,1856,393,154,434,1.0,1,1
48,4,469,441,117,323,1.0,1,1
48,5,1257,438,37,108,1.0,1,1
48,12,1483,432,45,123,1.0,1,1
48,14,577,431,43,156,1.0,1,1
48,19,699,455,58,208,1.0,1,1
49,1,1751,385,213,484,1.0,1,1
49,2,617,442,90,271,1.0,1,1
49,4,469,441,117,322,1.0,1,1
49,5,1257,438,37,108,1.0,1,1
49,12,1486,432,44,122,1.0,1,1
49,14,576,432,44,155,1.0,1,1
49,19,699,453,58,211,1.0,1,1
50,1,1761,383,206,492,1.0,1,1
50,2,618,443,90,270,1.0,1,1
50,4,469,440,118,323,1.0,1,1
50,5,1257,438,37,109,1.0,1,1
50,12,1488,432,45,122,1.0,1,1
50,14,576,432,44,155,1.0,1,1
50,19,700,453,59,211,1.0,1,1
51,1,1772,383,197,493,1.0,1,1
51,2,618,443,91,270,1.0,1,1
51,4,470,440,117,323,1.0,1,1
51,5,1258,438,37,109,1.0,1,1
51,12,1491,432,44,122,1.0,1,1
51,14,577,430,44,157,1.0,1,1
51,19,700,453,58,211,1.0,1,1
52,1,1781,382,187,494,1.0,1,1
52,2,620,443,90,269,1.0,1,1
52,4,468,440,118,322,1.0,1,1
52,5,1258,437,37,110,1.0,1,1
52,12,1512,440,41,113,1.0,1,1
52,14,577,431,44,156,1.0,1,1
52,19,699,453,59,212,1.0,1,1
53,1,1783,382,180,494,1.0,1,1
53,2,621,443,91,269,1.0,1,1
53,4,469,440,117,322,1.0,1,1
53,5,1258,438,37,109,1.0,1,1
53,12,1512,438,43,114,1.0,1,1
53,14,578,433,43,154,1.0,1,1
53,19,697,453,61,213,1.0,1,1
54,1,1788,388,169,485,1.0,1,1
54,2,621,443,91,269,1.0,1,1
54,4,470,439,117,323,1.0,1,1
54,5,1258,438,37,109,1.0,1,1
54,12,1516,440,42,112,1.0,1,1
54,14,577,438,42,148,1.0,1,1
54,19,698,454,60,212,1.0,1,1
55,1,1792,391,162,480,1.0,1,1
55,2,622,443,91,270,1.0,1,1
55,4,471,439,117,323,1.0,1,1
55,5,1258,437,37,110,1.0,1,1
55,12,1515,439,44,113,1.0,1,1
55,14,578,446,40,142,1.0,1,1
55,19,696,454,61,212,1.0,1,1
56,1,1801,416,146,451,1.0,1,1
56,2,622,443,91,271,1.0,1,1
56,4,471,437,117,325,1.0,1,1
56,5,1258,437,37,109,1.0,1,1
56,12,1523,441,42,111,1.0,1,1
56,14,577,447,40,141,1.0,1,1
56,19,696,455,62,212,1.0,1,1
57,1,1807,419,146,448,1.0,1,1
57,2,622,443,91,271,1.0,1,1
57,4,472,437,117,325,1.0,1,1
57,5,1259,438,36,108,1.0,1,1
57,12,1528,441,42,111,1.0,1,1
57,14,577,449,40,139,1.0,1,1
57,19,697,456,62,210,1.0,1,1
58,1,1813,422,145,444,1.0,1,1
58,2,622,443,91,272,1.0,1,1
58,4,474,436,117,326,1.0,1,1
58,5,1260,439,36,107,1.0,1,1
58,12,1532,442,41,110,1.0,1,1
58,14,578,450,39,137,1.0,1,1
58,19,700,458,62,209,1.0,1,1
59,1,1820,425,143,441,1.0,1,1
59,2,622,442,91,273,1.0,1,1
59,4,477,436,117,326,1.0,1,1
59,5,1260,439,36,106,1.0,1,1
59,12,1536,443,41,109,1.0,1,1
59,14,577,450,40,137,1.0,1,1
59,19,700,456,63,212,1.0,1,1
60,1,1826,428,143,438,1.0,1,1
60,2,621,441,93,279,1.0,1,1
60,4,482,437,117,323,1.0,1,1
60,5,1260,439,36,106,1.0,1,1
60,12,1540,443,41,109,1.0,1,1
60,14,579,451,39,136,1.0,1,1
60,19,700,456,64,213,1.0,1,1
61,1,1833,430,141,436,1.0,1,1
61,2,620,441,94,283,1.0,1,1
61,4,490,436,118,326,1.0,1,1
61,5,1260,440,36,106,1.0,1,1
61,12,1544,444,41,108,1.0,1,1
61,14,579,454,38,133,1.0,1,1
61,19,701,456,64,214,1.0,1,1
62,2,619,440,95,287,1.0,1,1
62,4,493,437,119,326,1.0,1,1
62,5,1260,439,36,107,1.0,1,1
62,12,1548,444,40,107,1.0,1,1
62,14,578,453,38,134,1.0,1,1
62,19,701,457,64,214,1.0,1,1
63,2,618,442,95,285,1.0,1,1
63,4,496,438,122,327,1.0,1,1
63,5,1259,439,36,107,1.0,1,1
63,14,578,455,38,131,1.0,1,1
63,19,700,455,65,218,1.0,1,1
64,2,618,442,94,286,1.0,1,1
64,4,499,439,125,326,1.0,1,1
64,5,1259,438,36,108,1.0,1,1
64,14,578,454,38,132,1.0,1,1
64,19,700,457,66,218,1.0,1,1
65,2,616,443,96,286,1.0,1,1
65,4,501,441,127,325,1.0,1,1
65,5,1259,438,36,108,1.0,1,1
65,14,578,455,38,131,1.0,1,1
65,19,701,460,65,218,1.0,1,1
66,2,615,443,96,288,1.0,1,1
66,4,504,441,128,326,1.0,1,1
66,5,1259,439,36,106,1.0,1,1
66,14,578,456,37,130,1.0,1,1
66,19,701,462,66,217,1.0,1,1
66,24,1004,444,31,80,1.0,1,1
67,2,615,444,96,288,1.0,1,1
67,4,503,442,130,325,1.0,1,1
67,5,1258,439,37,106,1.0,1,1
67,14,578,457,37,129,1.0,1,1
67,19,701,463,66,216,1.0,1,1
67,24,1004,443,31,80,1.0,1,1
68,2,614,443,98,289,1.0,1,1
68,4,504,444,131,323,1.0,1,1
68,5,1259,440,36,105,1.0,1,1
68,14,578,457,37,129,1.0,1,1
68,19,701,461,67,219,1.0,1,1
68,24,1004,443,31,80,1.0,1,1
69,2,614,442,98,290,1.0,1,1
69,4,505,444,131,323,1.0,1,1
69,5,1259,440,36,105,1.0,1,1
69,14,579,458,36,128,1.0,1,1
69,19,700,458,69,221,1.0,1,1
69,24,1004,443,31,80,1.0,1,1
69,25,1541,435,40,115,1.0,1,1
70,2,613,442,99,290,1.0,1,1
70,4,506,444,132,322,1.0,1,1
70,5,1259,440,36,105,1.0,1,1
70,19,700,457,70,223,1.0,1,1
70,24,1004,443,31,80,1.0,1,1
70,25,1542,432,40,118,1.0,1,1
71,2,613,442,99,291,1.0,1,1
71,4,506,443,133,323,1.0,1,1
71,5,1259,440,36,105,1.0,1,1
71,19,700,454,71,227,1.0,1,1
71,24,1004,443,31,80,1.0,1,1
71,25,1542,430,42,119,1.0,1,1
72,2,612,441,100,292,1.0,1,1
72,4,507,442,134,325,1.0,1,1
72,5,1259,439,36,106,1.0,1,1
72,19,699,454,73,228,1.0,1,1
72,25,1543,428,41,121,1.0,1,1
73,2,613,441,99,292,1.0,1,1
73,4,508,442,134,325,1.0,1,1
73,5,1259,439,36,106,1.0,1,1
73,19,699,454,73,228,1.0,1,1
73,25,1544,428,42,120,1.0,1,1
74,2,614,441,98,291,1.0,1,1
74,4,510,440,134,327,1.0,1,1
74,5,1259,439,36,106,1.0,1,1
74,19,700,452,74,230,1.0,1,1
74,25,1544,426,43,122,1.0,1,1
75,2,615,441,98,290,1.0,1,1
75,4,511,439,135,328,1.0,1,1
75,5,1260,440,36,106,1.0,1,1
75,19,701,454,74,227,1.0,1,1
75,25,1545,425,43,123,1.0,1,1
76,2,617,441,97,290,1.0,1,1
76,4,514,440,134,328,1.0,1,1
76,5,1260,441,36,105,1.0,1,1
76,19,701,455,75,225,1.0,1,1
76,25,1545,423,44,125,1.0,1,1
77,2,618,442,96,288,1.0,1,1
77,4,517,442,132,327,1.0,1,1
77,5,1260,441,36,105,1.0,1,1
77,19,705,455,74,222,1.0,1,1
77,25,1546,422,44,126,1.0,1,1
78,2,618,441,95,285,1.0,1,1
78,4,522,442,130,326,1.0,1,1
78,5,1260,443,36,103,1.0,1,1
78,19,709,454,75,222,1.0,1,1
78,25,1547,420,44,127,1.0,1,1
79,2,619,439,95,288,1.0,1,1
79,4,528,441,129,327,1.0,1,1
79,5,1260,443,36,103,1.0,1,1
79,19,712,454,76,223,1.0,1,1
80,2,620,437,94,292,1.0,1,1
80,4,529,439,128,332,1.0,1,1
80,5,1260,443,36,103,1.0,1,1
80,19,714,452,81,228,1.0,1,1
81,2,624,442,92,287,1.0,1,1
81,4,529,439,130,338,1.0,1,1
81,5,1260,443,36,102,1.0,1,1
81,19,716,454,82,228,1.0,1,1
82,2,624,442,90,287,1.0,1,1
82,4,529,439,129,341,1.0,1,1
82,5,1260,445,36,100,1.0,1,1
82,19,720,457,82,221,1.0,1,1
83,2,628,444,88,286,1.0,1,1
83,4,530,439,129,343,1.0,1,1
83,5,1261,445,36,100,1.0,1,1
83,19,722,457,83,221,1.0,1,1
84,2,631,445,87,284,1.0,1,1
84,4,527,440,129,343,1.0,1,1
84,5,1261,445,36,101,1.0,1,1
84,19,724,460,84,218,1.0,1,1
85,2,632,445,88,285,1.0,1,1
85,4,528,441,129,343,1.0,1,1
85,5,1261,445,37,101,1.0,1,1
85,19,722,457,87,223,1.0,1,1
86,2,634,441,89,289,1.0,1,1
86,4,530,442,128,340,1.0,1,1
86,5,1261,445,37,101,1.0,1,1
86,19,723,455,88,225,1.0,1,1
87,2,635,440,90,292,1.0,1,1
87,4,531,443,128,340,1.0,1,1
87,5,1261,444,36,102,1.0,1,1
87,19,724,455,89,225,1.0,1,1
88,2,637,443,90,290,1.0,1,1
88,4,533,443,129,342,1.0,1,1
88,5,1261,444,37,102,1.0,1,1
88,19,726,454,90,227,1.0,1,1
89,2,638,443,91,292,1.0,1,1
89,4,533,444,130,346,1.0,1,1
89,5,1261,444,36,102,1.0,1,1
89,19,726,452,91,229,1.0,1,1
90,2,639,444,92,292,1.0,1,1
90,4,535,442,133,358,1.0,1,1
90,5,1261,444,36,102,1.0,1,1
90,19,727,454,91,227,1.0,1,1
91,2,641,443,93,296,1.0,1,1
91,4,538,443,130,353,1.0,1,1
91,5,1261,445,35,101,1.0,1,1
91,19,729,455,92,226,1.0,1,1
92,2,642,443,95,296,1.0,1,1
92,4,539,443,130,354,1.0,1,1
92,5,1260,444,36,102,1.0,1,1
92,19,730,447,94,233,1.0,1,1
93,2,643,443,94,296,1.0,1,1
93,4,539,442,131,361,1.0,1,1
93,5,1260,444,35,102,1.0,1,1
93,19,732,444,95,235,1.0,1,1
94,2,643,443,95,298,1.0,1,1
94,4,538,442,132,364,1.0,1,1
94,5,1259,444,36,102,1.0,1,1
94,19,735,445,94,234,1.0,1,1
95,2,644,443,95,299,1.0,1,1
95,4,538,442,131,362,1.0,1,1
95,5,1258,442,36,103,1.0,1,1
95,19,738,445,94,235,1.0,1,1
96,2,644,444,96,297,1.0,1,1
96,4,537,443,131,361,1.0,1,1
96,5,1257,443,37,102,1.0,1,1
96,19,740,446,94,234,1.0,1,1
97,2,645,443,97,299,1.0,1,1
97,4,536,442,130,362,1.0,1,1
97,5,1257,443,36,102,1.0,1,1
